100,54.0,-10.0,-82.5
200,54.0,-10.0,77.5
300,54.0,-10.0,-7.5
400,54.0,-10.0,7.5
500,54.0,-10.0,62.5
600,54.0,-10.0,37.5
700,54.0,-10.0,7.5
800,54.0,-10.0,-2.5
900,54.0,-10.0,-2.5
1000,54.0,-10.0,143.5
1100,54.0,-10.0,7.5
1139,80.5,-10.0,1031.5
1200,80.5,-10.0,-68.5
1210,95.0,-10.0,1592.5
1300,95.0,-10.0,-82.5
1400,95.0,-10.0,7.5
1500,95.0,-10.0,7.5
1600,95.0,-10.0,-2.5
1700,95.0,-10.0,-2.5
1800,95.0,-10.0,7.5
1900,95.0,-10.0,7.5
2000,95.0,-10.0,-2.5
2066,95.0,-10.0,494.5
2070,95.0,-10.0,814.5
2100,95.0,-10.0,40.5
2102,99.0,-10.0,442.5
2129,99.0,-10.0,1189.5
2200,99.0,-10.0,-82.5
2300,99.0,-10.0,-2.5
2400,99.0,-10.0,7.5
2500,99.0,-10.0,7.5
2600,99.0,-10.0,7.5
2700,99.0,-10.0,66.5
2800,99.0,-10.0,7.5
2900,99.0,-10.0,-2.5
3000,99.0,-10.0,7.5
3100,99.0,-10.0,37.5
3200,99.0,-10.0,7.5
3261,99.0,-10.0,208.5
3262,99.0,-10.0,415.5
3300,99.0,-10.0,-2.5
3400,99.0,-10.0,7.5
3500,99.0,-10.0,-2.5
3600,99.0,-10.0,-2.5
3700,99.0,-10.0,37.5
3800,99.0,-10.0,7.5
3900,99.0,-10.0,-82.5
3970,99.0,-10.0,580.5
4000,99.0,-10.0,-119.5
4100,99.0,-10.0,37.5
4200,99.0,-10.0,-2.5
4300,99.0,-10.0,7.5
4400,99.0,-10.0,7.5
4500,99.0,-10.0,7.5
4600,99.0,-10.0,37.5
4700,99.0,-10.0,7.5
4800,99.0,-10.0,37.5
4900,99.0,-10.0,-2.5
5000,99.0,-10.0,-2.5
5100,99.0,-10.0,-2.5
5200,99.0,-10.0,7.5
5300,99.0,-10.0,-2.5
5400,99.0,-10.0,-2.5
5500,99.0,-10.0,-2.5
5600,99.0,-10.0,7.5
5700,99.0,-10.0,-2.5
5800,99.0,-10.0,7.5
5900,99.0,-10.0,7.5
6000,99.0,-10.0,-2.5
6100,99.0,-10.0,7.5
6200,99.0,-10.0,-2.5
6300,99.0,-10.0,7.5
6400,99.0,-10.0,7.5
6500,99.0,-10.0,-2.5
6600,99.0,-10.0,7.5
6700,99.0,-10.0,-2.5
6800,99.0,-10.0,-2.5
6900,99.0,-10.0,-2.5
7000,99.0,-10.0,7.5
7100,99.0,-10.0,7.5
7200,99.0,-10.0,7.5
7300,99.0,-10.0,-2.5
7400,99.0,-10.0,-2.5
7500,99.0,-10.0,-2.5
7600,99.0,-10.0,-2.5
7700,99.0,-10.0,-2.5
7800,99.0,-10.0,-2.5
7900,99.0,-10.0,7.5
8000,99.0,-10.0,7.5
8100,99.0,-10.0,-2.5
8200,99.0,-10.0,-2.5
8300,99.0,-10.0,-2.5
8400,99.0,-10.0,-2.5
8500,99.0,-10.0,7.5
8600,99.0,-10.0,-2.5
8700,99.0,-10.0,-2.5
8800,99.0,-10.0,-82.5
8900,99.0,-10.0,-2.5
9000,99.0,-10.0,7.5
9100,99.0,-10.0,-2.5
9200,99.0,-10.0,-2.5
9259,99.0,-10.0,765.5
9278,99.0,-10.0,382.0
9300,99.0,-10.0,21.5
100,49.5,-6.0,42.5
104,98.0,-6.0,711.0
200,98.0,-6.0,25.5
300,98.0,-10.0,-42.5
400,98.0,-10.0,-31.5
404,98.0,-10.0,764.0
500,98.0,-10.0,56.5
600,98.0,-10.0,14.5
700,98.0,-10.0,-15.5
800,98.0,-10.0,7.5
900,98.0,-10.0,7.5
1000,98.0,-10.0,4.5
1001,99.5,-10.0,298.5
1100,99.5,-10.0,-2.5
1101,99.5,-10.0,298.5
1200,99.5,-10.0,-18.5
1300,99.5,-10.0,112.5
1400,99.5,-10.0,112.5
1500,99.5,-10.0,51.5
1600,99.5,-10.0,7.5
1700,99.5,-10.0,73.5
1800,99.5,-10.0,7.5
1900,99.5,-10.0,-22.5
2000,99.5,-10.0,37.5
2100,99.5,-10.0,110.5
2122,99.5,-10.0,397.5
2200,99.5,-10.0,136.5
2300,99.5,-10.0,28.5
2400,99.5,-10.0,103.5
2500,99.5,-10.0,97.5
2600,99.5,-10.0,-17.5
2700,99.5,-10.0,-2.5
2800,99.5,-10.0,122.5
2900,99.5,-10.0,4.5
3000,99.5,-10.0,-20.5
3100,99.5,-10.0,9.5
3200,99.5,-10.0,-7.5
3220,99.5,-10.0,1496.5
3300,99.5,-10.0,7.5
3400,99.5,-10.0,14.5
3500,99.5,-10.0,37.5
3600,99.5,-10.0,7.5
3625,99.5,-10.0,710.5
3700,99.5,-10.0,7.5
3714,99.5,-10.0,661.0
3800,99.5,-10.0,-17.5
3865,99.5,-10.0,415.5
3900,99.5,-10.0,-8.5
4000,99.5,-10.0,214.5
4043,99.5,-10.0,405.0
4100,99.5,-10.0,-17.5
4200,99.5,-10.0,7.5
4300,99.5,-10.0,-47.5
4400,99.5,-10.0,7.5
4500,99.5,-10.0,7.5
4600,99.5,-10.0,7.5
4665,99.5,-10.0,437.5
4700,99.5,-10.0,65.5
4800,99.5,-10.0,-2.5
4900,99.5,-10.0,28.5
4901,99.5,-10.0,298.5
4986,99.5,-10.0,278.5
5000,99.5,-10.0,-27.5
5100,99.5,-10.0,-2.5
5101,99.5,-10.0,298.5
5200,99.5,-10.0,-42.5
5300,99.5,-10.0,31.5
5400,99.5,-10.0,-2.5
5500,99.5,-10.0,7.5
5600,99.5,-10.0,14.5
5700,99.5,-10.0,7.5
5800,99.5,-10.0,-32.5
5900,99.5,-10.0,2.5
6000,99.5,-10.0,-2.5
6100,99.5,-10.0,104.5
6131,99.5,-10.0,253.5
6200,99.5,-10.0,59.5
6300,99.5,-10.0,83.5
6331,99.5,-10.0,253.5
6370,99.5,-10.0,630.5
6400,99.5,-10.0,-35.5
6500,99.5,-10.0,7.5
6600,99.5,-10.0,-27.5
6700,99.5,-10.0,-27.5
6800,99.5,-10.0,99.5
6900,99.5,-10.0,25.5
7000,99.5,-10.0,37.5
7100,99.5,-10.0,7.5
7200,99.5,-10.0,-2.5
7300,99.5,-10.0,-2.5
7400,99.5,-10.0,7.5
7500,99.5,-10.0,20.5
7600,99.5,-10.0,7.5
7700,99.5,-10.0,-2.5
7788,99.5,-10.0,322.0
7800,99.5,-10.0,135.5
7900,99.5,-10.0,-7.5
8000,99.5,-10.0,-2.5
8100,99.5,-10.0,-22.5
8200,99.5,-10.0,-7.5
8300,99.5,-10.0,-2.5
8400,99.5,-10.0,-32.5
8500,99.5,-10.0,-7.5
8600,99.5,-10.0,14.5
8700,99.5,-10.0,-2.5
8800,99.5,-10.0,7.5
8900,99.5,-10.0,87.5
100,49.5,-10.0,24.5
100,49.5,-10.0,14.5
200,49.5,-10.0,-132.5
298,51.0,-10.0,194.0
300,51.0,-10.0,212.5
301,99.5,-10.0,298.5
31,84.5,25.0,253.5
100,84.5,-10.0,-19.5
200,84.5,-10.0,-82.5
300,84.5,-10.0,7.5
400,84.5,-10.0,37.5
500,84.5,-10.0,7.5
600,84.5,-10.0,77.5
27,86.5,37.0,1003.0
29,86.5,36.0,1372.5
100,86.5,-5.0,7.5
200,86.5,-5.0,7.5
300,86.5,-10.0,-27.5
400,86.5,-10.0,30.5
441,86.5,-10.0,238.5
468,86.5,-10.0,530.0
469,86.5,-10.0,726.5
480,86.5,-10.0,430.5
500,86.5,-10.0,-3.5
600,86.5,-10.0,-12.5
601,99.5,-10.0,298.5
700,99.5,-10.0,20.5
800,99.5,-10.0,7.5
900,99.5,-10.0,-132.5
1000,99.5,-10.0,-52.5
1001,99.5,-10.0,298.5
1100,99.5,-10.0,-27.5
1200,99.5,-10.0,11.5
1300,99.5,-10.0,-17.5
1303,99.5,-10.0,585.0
1304,99.5,-10.0,879.0
1400,99.5,-10.0,150.5
1500,99.5,-10.0,-2.5
1600,99.5,-10.0,2.5
1609,99.5,-10.0,1408.5
1610,99.5,-10.0,1693.5
1637,99.5,-10.0,856.0
1700,99.5,-10.0,-52.5
1713,99.5,-10.0,563.0
1800,99.5,-10.0,97.5
1900,99.5,-10.0,6.5
2000,99.5,-10.0,37.5
2100,99.5,-10.0,-7.5
2200,99.5,-10.0,18.5
2203,99.5,-10.0,599.0
2300,99.5,-10.0,37.5
2323,99.5,-10.0,495.0
2324,99.5,-10.0,759.0
2400,99.5,-10.0,29.5
2500,99.5,-10.0,26.5
2600,99.5,-10.0,-2.5
2700,99.5,-10.0,-2.5
2800,99.5,-10.0,3.5
2801,99.5,-10.0,298.5
2900,99.5,-10.0,-8.5
2901,99.5,-10.0,298.5
2915,99.5,-10.0,790.5
2916,99.5,-10.0,1066.5
2917,99.5,-10.0,1341.0
2918,99.5,-10.0,1614.0
2919,99.5,-10.0,1885.5
2920,99.5,-10.0,2155.5
3000,99.5,-10.0,-12.5
3100,99.5,-10.0,157.5
3101,99.5,-10.0,298.5
3200,99.5,-10.0,46.5
3289,99.5,-10.0,303.5
3300,99.5,-10.0,103.5
3366,99.5,-10.0,515.5
3400,99.5,-10.0,59.5
